,year,artist,track,time
22178,2000,"Walker, Clay",The Chain Of Love,5:03
22179,2000,"Wallflowers, The",Sleepwalker,3:29
22180,2000,Westlife,Swear It Again,4:07
22181,2000,"Williams, Robbie",Angels,3:56
22182,2000,"Wills, Mark",Back At One,4:00
22183,2000,"Worley, Darryl",When You Need My Lov...,3:35
22184,2000,"Wright, Chely",It Was,3:51
22185,2000,Yankee Grey,Another Nine Minutes,3:10
22186,2000,"Yearwood, Trisha",Real Live Woman,3:55
22187,2000,Ying Yang Twins,Whistle While You Tw...,4:19
22188,2000,Zombie Nation,Kernkraft 400,3:30
22189,2000,matchbox twenty,Bent,4:12
22190,2000,2 Pac,Baby Don't Cry (Keep...,4:22
22191,2000,2Ge+her,The Hardest Part Of ...,3:15
22192,2000,3 Doors Down,Kryptonite,3:53
22193,2000,3 Doors Down,Loser,4:24
22194,2000,504 Boyz,Wobble Wobble,3:35
22195,2000,98^0,Give Me Just One Nig...,3:24
22196,2000,A*Teens,Dancing Queen,3:44
22197,2000,Aaliyah,I Don't Wanna,4:15
22198,2000,Aaliyah,Try Again,4:03
22199,2000,"Adams, Yolanda",Open My Heart,5:30
22200,2000,"Adkins, Trace",More,3:05
22201,2000,"Aguilera, Christina",Come On Over Baby (A...,3:38
22202,2000,"Aguilera, Christina",I Turn To You,4:00
22203,2000,"Aguilera, Christina",What A Girl Wants,3:18
22204,2000,Alice Deejay,Better Off Alone,6:50
22205,2000,"Allan, Gary",Smoke Rings In The D...,4:18
22206,2000,Amber,Sexual,4:38
22207,2000,Anastacia,I'm Outta Love,4:01
22208,2000,"Anthony, Marc",My Baby You,3:59
22209,2000,"Anthony, Marc",You Sang To Me,3:50
22210,2000,Avant,My First Love,4:28
22211,2000,Avant,Separated,4:13
22212,2000,BBMak,Back Here,3:35
22213,2000,"Backstreet Boys, The",Shape Of My Heart,3:49
22214,2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54
22215,2000,"Backstreet Boys, The",The One,3:46
22216,2000,"Badu, Erkyah",Bag Lady,5:03
22217,2000,Baha Men,Who Let The Dogs Out,3:17
22218,2000,Barenaked Ladies,Pinch Me,3:46
22219,2000,Beenie Man,Girls Dem Sugar,4:17
22220,2000,Before Dark,Monica,4:04
22221,2000,"Bega, Lou",Tricky Tricky ,3:23
22222,2000,Big Punisher,It's So Hard,3:25
22223,2000,Black Rob,Whoa!,4:04
22224,2000,"Black, Clint",Been There,5:28
22225,2000,Blaque,Bring It All To Me,3:46
22226,2000,"Blige, Mary J.",Deep Inside,5:26
22227,2000,"Blige, Mary J.",Give Me You,5:00
22228,2000,Blink-182,All The Small Things,2:52
22229,2000,Bloodhound Gang,The Bad Touch,4:20
22230,2000,Bon Jovi,It's My Life,3:44
22231,2000,"Braxton, Toni",He Wasn't Man Enough,4:21
22232,2000,"Braxton, Toni",Just Be A Man About ...,4:10
22233,2000,"Braxton, Toni",Spanish Guitar,4:24
22234,2000,"Brock, Chad",A Country Boy Can Su...,3:54
22235,2000,"Brock, Chad",Yes!,3:22
22236,2000,Brooks & Dunn,You'll Always Be Lov...,2:58
22237,2000,"Brooks, Garth",Do What You Gotta Do,2:56
22238,2000,"Byrd, Tracy",Put Your Hand In Min...,4:30
22239,2000,"Cagle, Chris",My Love Goes On And ...,3:02
22240,2000,Cam'ron,What Means The World...,4:38
22241,2000,"Carey, Mariah",Crybaby,5:19
22242,2000,"Carey, Mariah",Thank God I Found Yo...,4:14
22243,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23
22244,2000,"Carter, Torrey",Take That,3:43
22245,2000,Changing Faces,That Other Woman,4:00
22246,2000,"Chesney, Kenny",I Lost It,3:54
22247,2000,"Chesney, Kenny",What I Need To Do,4:05
22248,2000,Clark Family Experience,Meanwhile Back At Th...,2:56
22249,2000,"Clark, Terri",A Little Gasoline,3:07
22250,2000,Common,The Light,3:55
22251,2000,Counting Crows,Hanginaround,4:07
22252,2000,Creed,Higher,5:16
22253,2000,Creed,With Arms Wide Open,3:52
22254,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45
22255,2000,D'Angelo,Left & Right,4:35
22256,2000,D'Angelo,Untitled (How Does I...,7:10
22257,2000,DMX,Party Up (Up In Here...,3:45
22258,2000,DMX,What You Want,4:05
22259,2000,DMX,What's My Name,3:50
22260,2000,Da Brat,That's What I'm Look...,3:44
22261,2000,Da Brat,What'Chu Like,3:57
22262,2000,"Davidson, Clay",Unconditional,3:56
22263,2000,De La Soul,All Good?,5:02
22264,2000,Destiny's Child,Independent Women Pa...,3:38
22265,2000,Destiny's Child,Jumpin' Jumpin',3:48
22266,2000,Destiny's Child,Say My Name,4:31
22267,2000,"Diffie, Joe",It's Always Somethin...,2:55
22268,2000,"Diffie, Joe",The Quittin' Kind,3:23
22269,2000,"Dion, Celine",That's The Way It Is,4:03
22270,2000,"Dixie Chicks, The",Cold Day In July,5:12
22271,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51
22272,2000,"Dixie Chicks, The",Goodbye Earl,4:19
22273,2000,"Dixie Chicks, The",Without You,3:32
22274,2000,Dr. Dre,Forgot About Dre,3:42
22275,2000,Dr. Dre,The Next Episode,2:38
22276,2000,Drama,"Left, Right, Left",3:37
22277,2000,Dream,He Loves U Not,3:43
22278,2000,"Eastsidaz, The",G'D Up,4:27
22279,2000,"Eastsidaz, The",Got Beef,3:58
22280,2000,Eiffel 65,Blue,3:29
22281,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51
22282,2000,Eminem,Stan,5:26
22283,2000,Eminem,The Real Slim Shady,4:42
22284,2000,Eminem,The Way I Am,4:40
22285,2000,En Vogue,Riddle,5:10
22286,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25
22287,2000,"Evans, Sara",Born To Fly,5:36
22288,2000,Eve,Got It All,3:48
22289,2000,Eve,Love Is Blind,3:51
22290,2000,Everclear,Wonderful,4:30
22291,2000,"Fabian, Lara",I Will Love Again,3:43
22292,2000,Fatboy Slim,The Rockafeller Skan...,4:00
22293,2000,Filter,Take A Picture,4:23
22294,2000,Foo Fighters,Learn To Fly,3:55
22295,2000,Fragma,Toca's Miracle,3:22
22296,2000,Funkmaster Flex,Do You,4:14
22297,2000,Ghostface Killah,Cherchez LaGhost,3:04
22298,2000,"Gill, Vince",Feels Like Love,4:13
22299,2000,"Gilman, Billy",One Voice,4:07
22300,2000,Ginuwine,None Of Ur Friends B...,4:12
22301,2000,Ginuwine,The Best Man I Can B...,4:06
22302,2000,Goo Goo Dolls,Broadway,3:54
22303,2000,"Gray, Macy",I Try,3:52
22304,2000,"Griggs, Andy",She's More,3:19
22305,2000,Guy,Dancin',4:08
22306,2000,Hanson,This Time Around,4:14
22307,2000,"Hart, Beth",L.A. Song,3:47
22308,2000,"Heatherly, Eric",Flowers On The Wall,3:16
22309,2000,"Henley, Don",Taking You Home,4:08
22310,2000,"Herndon, Ty",No Mercy,4:43
22311,2000,"Hill, Faith",Breathe,4:04
22312,2000,"Hill, Faith",Let's Make Love,4:11
22313,2000,Hoku,Another Dumb Blonde,3:47
22314,2000,"Hollister, Dave",Can't Stay,6:17
22315,2000,Hot Boys,I Need A Hot Girl,4:16
22316,2000,"Houston, Whitney",Could I Have This Ki...,3:54
22317,2000,"Houston, Whitney",I Learned From The B...,4:18
22318,2000,"Houston, Whitney",My Love Is Your Love,4:16
22319,2000,"Houston, Whitney","Same Script, Differe...",4:45
22320,2000,IMx,Stay The Night,3:37
22321,2000,Ice Cube,You Can Do It,4:20
22322,2000,Ideal,Whatever,3:48
22323,2000,"Iglesias, Enrique",Be With You,3:36
22324,2000,"Iglesias, Enrique",Rhythm Divine,7:35
22325,2000,J-Shin,One Night Stand,4:34
22326,2000,Ja Rule,Between Me And You,4:05
22327,2000,"Jackson, Alan",It Must Be Love,2:53
22328,2000,"Jackson, Alan",Pop A Top,3:04
22329,2000,"Jackson, Alan",www.memory,2:36
22330,2000,Jagged Edge,He Can't Love U,3:30
22331,2000,Jagged Edge,Let's Get Married,4:23
22332,2000,Janet,Doesn't Really Matte...,4:17
22333,2000,Jay-Z,Anything,3:41
22334,2000,Jay-Z,Big Pimpin',3:55
22335,2000,Jay-Z,Do It Again (Put Ya ...,3:47
22336,2000,Jay-Z,Hey Papi,3:40
22337,2000,Jay-Z,I Just Wanna Love U ...,3:50
22338,2000,"Jean, Wyclef",911,4:00
22339,2000,Joe,I Wanna Know,4:57
22340,2000,Joe,Treat Her Like A Lad...,4:12
22341,2000,"John, Elton",Someday Out Of The B...,4:41
22342,2000,"Jones, Donell",Where I Wanna Be,6:22
22343,2000,"Jordan, Montell",Get It On.. Tonite,4:34
22344,2000,Juvenile,U Understand,3:51
22345,2000,Kandi,Don't Think I'm Not,3:50
22346,2000,"Keith, Toby",Country Comes To Tow...,3:39
22347,2000,"Keith, Toby",How Do You Like Me N...,3:29
22348,2000,Kelis,Caught Out There,4:09
22349,2000,Kenny G,Auld Lang Syne (The ...,7:50
22350,2000,Kid Rock,Only God Knows Why,5:27
22351,2000,"Kravitz, Lenny",I Belong To You,4:17
22352,2000,Kumbia Kings,U Don't Love Me,3:50
22353,2000,LFO,I Don't Wanna Kiss Y...,5:00
22354,2000,LFO,West Side Story,3:27
22355,2000,LL Cool J,Imagine That,4:00
22356,2000,"Larrieux, Amel",Get Up,4:02
22357,2000,"Lawrence, Tracy",Lessons Learned,2:55
22358,2000,"Levert, Gerald",Baby U Are,4:10
22359,2000,"Levert, Gerald",Mr. Too Damn Good,4:06
22360,2000,Lil Bow Wow,Bounce With Me,3:22
22361,2000,Lil Wayne,Tha Block Is Hot,4:13
22362,2000,Lil' Kim,How Many Licks?,3:50
22363,2000,Lil' Kim,No Matter What They ...,4:12
22364,2000,Lil' Mo,Ta Da,4:17
22365,2000,Lil' Zane,Callin' Me,3:43
22366,2000,Limp Bizkit,N 2 Gether Now,3:55
22367,2000,Limp Bizkit,Re-Arranged,4:08
22368,2000,Limp Bizkit,Rollin',4:04
22369,2000,Lonestar,Amazed,4:25
22370,2000,Lonestar,Smile,3:33
22371,2000,Lonestar,What About Now,3:30
22372,2000,"Lopez, Jennifer",Feelin' Good,4:28
22373,2000,"Loveless, Patty",That's The Kind Of M...,3:27
22374,2000,Lox,"Ryde or Die, Chick",3:56
22375,2000,Lucy Pearl,Dance Tonight,3:45
22376,2000,Ludacris,What's Your Fantasy,4:16
22377,2000,M2M,Don't Say You Love M...,3:41
22378,2000,M2M,Mirror Mirror,3:19
22379,2000,Madison Avenue,Don't Call Me Baby,3:44
22380,2000,Madonna,American Pie,4:30
22381,2000,Madonna,Music,3:45
22382,2000,"Martin, Ricky",Private Emotion,4:02
22383,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08
22384,2000,"Martin, Ricky",She Bangs,4:02
22385,2000,Mary Mary,Shackles (Praise You...,3:12
22386,2000,Master P,Souljas,3:33
22387,2000,"McBride, Martina",Love's The Only Hous...,5:13
22388,2000,"McBride, Martina",There You Are,3:26
22389,2000,"McEntire, Reba",I'll Be,4:23
22390,2000,"McEntire, Reba",What Do You Say,3:26
22391,2000,"McGraw, Tim",My Best Friend,4:33
22392,2000,"McGraw, Tim",My Next Thirty Years,3:37
22393,2000,"McGraw, Tim",Some Things Never Ch...,3:56
22394,2000,"McKnight, Brian",Stay Or Let It Go,4:32
22395,2000,"Messina, Jo Dee",Because You Love Me,3:50
22396,2000,"Messina, Jo Dee",That's The Way,3:17
22397,2000,Metallica,I Disappear,4:26
22398,2000,Metallica,No Leaf Clover (Live...,5:43
22399,2000,Montgomery Gentry,Daddy Won't Sell The...,4:18
22400,2000,"Montgomery, John Michael",The Little Girl,3:52
22401,2000,"Moore, Chante",Straight Up,3:40
22402,2000,"Moore, Mandy",I Wanna Be With You,4:12
22403,2000,"Mumba, Samantha",Gotta Tell You,3:19
22404,2000,Musiq,Just Friends,4:02
22405,2000,Mya,Case Of The Ex (What...,3:50
22406,2000,Mya,The Best Of Me,4:12
22407,2000,Mystikal,Shake Ya Ass,4:46
22408,2000,N'Sync,Bye Bye Bye,3:15
22409,2000,N'Sync,It's Gonna Be Me,3:10
22410,2000,N'Sync,This I Promise You,4:23
22411,2000,Nas,You Owe Me,3:51
22412,2000,Nelly,(Hot S**t) Country G...,4:17
22413,2000,Next,Wifey,4:03
22414,2000,Nine Days,Absolutely (Story Of...,3:09
22415,2000,Nine Days,If I Am,4:18
22416,2000,No Doubt,Simple Kind Of Life,4:11
22417,2000,Nu Flavor,3 Little Words,3:54
22418,2000,"Offspring, The",Original Prankster,3:42
22419,2000,"Paisley, Brad",Me Neither,3:19
22420,2000,"Paisley, Brad",We Danced,3:45
22421,2000,Papa Roach,Last Resort,3:19
22422,2000,Pearl Jam,Nothing As It Seems,5:20
22423,2000,Pink,Most Girls,4:06
22424,2000,Pink,There U Go,3:23
22425,2000,"Price, Kelly",As We Lay,6:20
22426,2000,"Price, Kelly",Love Sets You Free,3:46
22427,2000,"Price, Kelly",You Should've Told M...,3:12
22428,2000,Profyle,Liar,3:57
22429,2000,Puff Daddy,Best Friend,5:33
22430,2000,Q-Tip,Breathe And Stop,4:06
22431,2000,R.E.M.,The Great Beyond,4:10
22432,2000,Rascal Flatts,Prayin' For Daylight,3:36
22433,2000,"Raye, Collin",Couldn't Last A Mome...,3:40
22434,2000,Red Hot Chili Peppers,Californication,5:21
22435,2000,Red Hot Chili Peppers,Otherside,4:13
22436,2000,"Rimes, LeAnn",Big Deal,3:03
22437,2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33
22438,2000,"Rimes, LeAnn",I Need You,3:42
22439,2000,"Rogers, Kenny",Buy Me A Rose,3:46
22440,2000,Ruff Endz,No More,3:56
22441,2000,Sammie,I Like It,4:09
22442,2000,Santana,"Maria, Maria",4:18
22443,2000,Savage Garden,Crash And Burn,4:41
22444,2000,Savage Garden,I Knew I Loved You,4:07
22445,2000,SheDaisy,Deck The Halls,3:46
22446,2000,SheDaisy,I Will.. But,3:40
22447,2000,SheDaisy,This Woman Needs,3:20
22448,2000,"Sheist, Shade",Where I Wanna Be,4:16
22449,2000,Shyne,Bad Boyz,4:22
22450,2000,"Simpson, Jessica",I Think I'm In Love ...,3:32
22451,2000,"Simpson, Jessica",Where You Are,3:51
22452,2000,Sisqo,Got To Get It,3:52
22453,2000,Sisqo,Incomplete,3:52
22454,2000,Sisqo,Thong Song,4:05
22455,2000,Sister Hazel,Change Your Mind,4:02
22456,2000,Smash Mouth,Then The Morning Com...,3:04
22457,2000,"Smith, Will",Freakin' It,3:58
22458,2000,Son By Four,A Puro Dolor (Purest...,3:30
22459,2000,Sonique,It Feels So Good,3:48
22460,2000,SoulDecision,Faded,3:25
22461,2000,"Spears, Britney",From The Bottom Of M...,4:30
22462,2000,"Spears, Britney",Lucky,3:23
22463,2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30
22464,2000,"Spencer, Tracie",Still In My Heart,4:11
22465,2000,Splender,I Think God Can Expl...,3:55
22466,2000,Sting,Desert Rose,3:52
22467,2000,Stone Temple Pilots,Sour Girl,4:16
22468,2000,"Stone, Angie",No More Rain (In Thi...,4:42
22469,2000,"Strait, George",Go On,3:48
22470,2000,"Strait, George",The Best Day,3:24
22471,2000,Sugar Ray,Falls Apart,4:15
22472,2000,TLC,Dear Lie,4:36
22473,2000,Tamar,If You Don't Wanna L...,4:02
22474,2000,Tamia,Can't Go For That,3:38
22475,2000,Third Eye Blind,Deep Inside Of You,4:10
22476,2000,Third Eye Blind,Never Let You Go,3:57
22477,2000,"Thomas, Carl",Emotional,4:31
22478,2000,"Thomas, Carl",I Wish,3:50
22479,2000,"Thomas, Carl",Summer Rain,4:57
22480,2000,"Tippin, Aaron",Kiss This,2:53
22481,2000,Train,Meet Virginia,3:55
22482,2000,Trick Daddy,Shut Up,4:17
22483,2000,Trina,Pull Over,2:58
22484,2000,"Tritt, Travis",Best Of Intentions,4:15
22485,2000,Tuesday,I Know,4:06
22486,2000,"Urban, Keith",Your Everything,4:10
22487,2000,Usher,Pop Ya Collar,3:36
22488,2000,"Vassar, Phil",Carlene,4:07
22489,2000,"Vassar, Phil",Just Another Day In ...,3:54
22490,2000,Vertical Horizon,Everything You Want,4:01
22491,2000,Vertical Horizon,You're A God,3:45
22492,2000,Vitamin C,Graduation (Friends ...,4:23
22493,2000,Vitamin C,The Itch,3:30
22494,2000,"Walker, Clay","Live, Laugh, Love",4:06
22495,2000,"Walker, Clay",The Chain Of Love,5:03
22496,2000,"Wallflowers, The",Sleepwalker,3:29
22497,2000,Westlife,Swear It Again,4:07
22498,2000,"Williams, Robbie",Angels,3:56
22499,2000,"Wills, Mark",Back At One,4:00
22500,2000,"Worley, Darryl",When You Need My Lov...,3:35
22501,2000,"Wright, Chely",It Was,3:51
22502,2000,Yankee Grey,Another Nine Minutes,3:10
22503,2000,"Yearwood, Trisha",Real Live Woman,3:55
22504,2000,Ying Yang Twins,Whistle While You Tw...,4:19
22505,2000,Zombie Nation,Kernkraft 400,3:30
22506,2000,matchbox twenty,Bent,4:12
22507,2000,2 Pac,Baby Don't Cry (Keep...,4:22
22508,2000,2Ge+her,The Hardest Part Of ...,3:15
22509,2000,3 Doors Down,Kryptonite,3:53
22510,2000,3 Doors Down,Loser,4:24
22511,2000,504 Boyz,Wobble Wobble,3:35
22512,2000,98^0,Give Me Just One Nig...,3:24
22513,2000,A*Teens,Dancing Queen,3:44
22514,2000,Aaliyah,I Don't Wanna,4:15
22515,2000,Aaliyah,Try Again,4:03
22516,2000,"Adams, Yolanda",Open My Heart,5:30
22517,2000,"Adkins, Trace",More,3:05
22518,2000,"Aguilera, Christina",Come On Over Baby (A...,3:38
22519,2000,"Aguilera, Christina",I Turn To You,4:00
22520,2000,"Aguilera, Christina",What A Girl Wants,3:18
22521,2000,Alice Deejay,Better Off Alone,6:50
22522,2000,"Allan, Gary",Smoke Rings In The D...,4:18
22523,2000,Amber,Sexual,4:38
22524,2000,Anastacia,I'm Outta Love,4:01
22525,2000,"Anthony, Marc",My Baby You,3:59
22526,2000,"Anthony, Marc",You Sang To Me,3:50
22527,2000,Avant,My First Love,4:28
22528,2000,Avant,Separated,4:13
22529,2000,BBMak,Back Here,3:35
22530,2000,"Backstreet Boys, The",Shape Of My Heart,3:49
22531,2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54
22532,2000,"Backstreet Boys, The",The One,3:46
22533,2000,"Badu, Erkyah",Bag Lady,5:03
22534,2000,Baha Men,Who Let The Dogs Out,3:17
22535,2000,Barenaked Ladies,Pinch Me,3:46
22536,2000,Beenie Man,Girls Dem Sugar,4:17
22537,2000,Before Dark,Monica,4:04
22538,2000,"Bega, Lou",Tricky Tricky ,3:23
22539,2000,Big Punisher,It's So Hard,3:25
22540,2000,Black Rob,Whoa!,4:04
22541,2000,"Black, Clint",Been There,5:28
22542,2000,Blaque,Bring It All To Me,3:46
22543,2000,"Blige, Mary J.",Deep Inside,5:26
22544,2000,"Blige, Mary J.",Give Me You,5:00
22545,2000,Blink-182,All The Small Things,2:52
22546,2000,Bloodhound Gang,The Bad Touch,4:20
22547,2000,Bon Jovi,It's My Life,3:44
22548,2000,"Braxton, Toni",He Wasn't Man Enough,4:21
22549,2000,"Braxton, Toni",Just Be A Man About ...,4:10
22550,2000,"Braxton, Toni",Spanish Guitar,4:24
22551,2000,"Brock, Chad",A Country Boy Can Su...,3:54
22552,2000,"Brock, Chad",Yes!,3:22
22553,2000,Brooks & Dunn,You'll Always Be Lov...,2:58
22554,2000,"Brooks, Garth",Do What You Gotta Do,2:56
22555,2000,"Byrd, Tracy",Put Your Hand In Min...,4:30
22556,2000,"Cagle, Chris",My Love Goes On And ...,3:02
22557,2000,Cam'ron,What Means The World...,4:38
22558,2000,"Carey, Mariah",Crybaby,5:19
22559,2000,"Carey, Mariah",Thank God I Found Yo...,4:14
22560,2000,"Carter, Aaron",Aaron's Party (Come ...,3:23
22561,2000,"Carter, Torrey",Take That,3:43
22562,2000,Changing Faces,That Other Woman,4:00
22563,2000,"Chesney, Kenny",I Lost It,3:54
22564,2000,"Chesney, Kenny",What I Need To Do,4:05
22565,2000,Clark Family Experience,Meanwhile Back At Th...,2:56
22566,2000,"Clark, Terri",A Little Gasoline,3:07
22567,2000,Common,The Light,3:55
22568,2000,Counting Crows,Hanginaround,4:07
22569,2000,Creed,Higher,5:16
22570,2000,Creed,With Arms Wide Open,3:52
22571,2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45
22572,2000,D'Angelo,Left & Right,4:35
22573,2000,D'Angelo,Untitled (How Does I...,7:10
22574,2000,DMX,Party Up (Up In Here...,3:45
22575,2000,DMX,What You Want,4:05
22576,2000,DMX,What's My Name,3:50
22577,2000,Da Brat,That's What I'm Look...,3:44
22578,2000,Da Brat,What'Chu Like,3:57
22579,2000,"Davidson, Clay",Unconditional,3:56
22580,2000,De La Soul,All Good?,5:02
22581,2000,Destiny's Child,Independent Women Pa...,3:38
22582,2000,Destiny's Child,Jumpin' Jumpin',3:48
22583,2000,Destiny's Child,Say My Name,4:31
22584,2000,"Diffie, Joe",It's Always Somethin...,2:55
22585,2000,"Diffie, Joe",The Quittin' Kind,3:23
22586,2000,"Dion, Celine",That's The Way It Is,4:03
22587,2000,"Dixie Chicks, The",Cold Day In July,5:12
22588,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51
22589,2000,"Dixie Chicks, The",Goodbye Earl,4:19
22590,2000,"Dixie Chicks, The",Without You,3:32
22591,2000,Dr. Dre,Forgot About Dre,3:42
22592,2000,Dr. Dre,The Next Episode,2:38
22593,2000,Drama,"Left, Right, Left",3:37
22594,2000,Dream,He Loves U Not,3:43
22595,2000,"Eastsidaz, The",G'D Up,4:27
22596,2000,"Eastsidaz, The",Got Beef,3:58
22597,2000,Eiffel 65,Blue,3:29
22598,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51
22599,2000,Eminem,Stan,5:26
22600,2000,Eminem,The Real Slim Shady,4:42
22601,2000,Eminem,The Way I Am,4:40
22602,2000,En Vogue,Riddle,5:10
22603,2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25
22604,2000,"Evans, Sara",Born To Fly,5:36
22605,2000,Eve,Got It All,3:48
22606,2000,Eve,Love Is Blind,3:51
22607,2000,Everclear,Wonderful,4:30
22608,2000,"Fabian, Lara",I Will Love Again,3:43
22609,2000,Fatboy Slim,The Rockafeller Skan...,4:00
22610,2000,Filter,Take A Picture,4:23
22611,2000,Foo Fighters,Learn To Fly,3:55
22612,2000,Fragma,Toca's Miracle,3:22
22613,2000,Funkmaster Flex,Do You,4:14
22614,2000,Ghostface Killah,Cherchez LaGhost,3:04
22615,2000,"Gill, Vince",Feels Like Love,4:13
22616,2000,"Gilman, Billy",One Voice,4:07
22617,2000,Ginuwine,None Of Ur Friends B...,4:12
22618,2000,Ginuwine,The Best Man I Can B...,4:06
22619,2000,Goo Goo Dolls,Broadway,3:54
22620,2000,"Gray, Macy",I Try,3:52
22621,2000,"Griggs, Andy",She's More,3:19
22622,2000,Guy,Dancin',4:08
22623,2000,Hanson,This Time Around,4:14
22624,2000,"Hart, Beth",L.A. Song,3:47
22625,2000,"Heatherly, Eric",Flowers On The Wall,3:16
22626,2000,"Henley, Don",Taking You Home,4:08
22627,2000,"Herndon, Ty",No Mercy,4:43
22628,2000,"Hill, Faith",Breathe,4:04
22629,2000,"Hill, Faith",Let's Make Love,4:11
22630,2000,Hoku,Another Dumb Blonde,3:47
22631,2000,"Hollister, Dave",Can't Stay,6:17
22632,2000,Hot Boys,I Need A Hot Girl,4:16
22633,2000,"Houston, Whitney",Could I Have This Ki...,3:54
22634,2000,"Houston, Whitney",I Learned From The B...,4:18
22635,2000,"Houston, Whitney",My Love Is Your Love,4:16
22636,2000,"Houston, Whitney","Same Script, Differe...",4:45
22637,2000,IMx,Stay The Night,3:37
22638,2000,Ice Cube,You Can Do It,4:20
22639,2000,Ideal,Whatever,3:48
22640,2000,"Iglesias, Enrique",Be With You,3:36
22641,2000,"Iglesias, Enrique",Rhythm Divine,7:35
22642,2000,J-Shin,One Night Stand,4:34
22643,2000,Ja Rule,Between Me And You,4:05
22644,2000,"Jackson, Alan",It Must Be Love,2:53
22645,2000,"Jackson, Alan",Pop A Top,3:04
22646,2000,"Jackson, Alan",www.memory,2:36
22647,2000,Jagged Edge,He Can't Love U,3:30
22648,2000,Jagged Edge,Let's Get Married,4:23
22649,2000,Janet,Doesn't Really Matte...,4:17
22650,2000,Jay-Z,Anything,3:41
22651,2000,Jay-Z,Big Pimpin',3:55
22652,2000,Jay-Z,Do It Again (Put Ya ...,3:47
22653,2000,Jay-Z,Hey Papi,3:40
22654,2000,Jay-Z,I Just Wanna Love U ...,3:50
22655,2000,"Jean, Wyclef",911,4:00
22656,2000,Joe,I Wanna Know,4:57
22657,2000,Joe,Treat Her Like A Lad...,4:12
22658,2000,"John, Elton",Someday Out Of The B...,4:41
22659,2000,"Jones, Donell",Where I Wanna Be,6:22
22660,2000,"Jordan, Montell",Get It On.. Tonite,4:34
22661,2000,Juvenile,U Understand,3:51
22662,2000,Kandi,Don't Think I'm Not,3:50
22663,2000,"Keith, Toby",Country Comes To Tow...,3:39
22664,2000,"Keith, Toby",How Do You Like Me N...,3:29
22665,2000,Kelis,Caught Out There,4:09
22666,2000,Kenny G,Auld Lang Syne (The ...,7:50
22667,2000,Kid Rock,Only God Knows Why,5:27
22668,2000,"Kravitz, Lenny",I Belong To You,4:17
22669,2000,Kumbia Kings,U Don't Love Me,3:50
22670,2000,LFO,I Don't Wanna Kiss Y...,5:00
22671,2000,LFO,West Side Story,3:27
22672,2000,LL Cool J,Imagine That,4:00
22673,2000,"Larrieux, Amel",Get Up,4:02
22674,2000,"Lawrence, Tracy",Lessons Learned,2:55
22675,2000,"Levert, Gerald",Baby U Are,4:10
22676,2000,"Levert, Gerald",Mr. Too Damn Good,4:06
22677,2000,Lil Bow Wow,Bounce With Me,3:22
22678,2000,Lil Wayne,Tha Block Is Hot,4:13
22679,2000,Lil' Kim,How Many Licks?,3:50
22680,2000,Lil' Kim,No Matter What They ...,4:12
22681,2000,Lil' Mo,Ta Da,4:17
22682,2000,Lil' Zane,Callin' Me,3:43
22683,2000,Limp Bizkit,N 2 Gether Now,3:55
22684,2000,Limp Bizkit,Re-Arranged,4:08
22685,2000,Limp Bizkit,Rollin',4:04
22686,2000,Lonestar,Amazed,4:25
22687,2000,Lonestar,Smile,3:33
22688,2000,Lonestar,What About Now,3:30
22689,2000,"Lopez, Jennifer",Feelin' Good,4:28
22690,2000,"Loveless, Patty",That's The Kind Of M...,3:27
22691,2000,Lox,"Ryde or Die, Chick",3:56
22692,2000,Lucy Pearl,Dance Tonight,3:45
22693,2000,Ludacris,What's Your Fantasy,4:16
22694,2000,M2M,Don't Say You Love M...,3:41
22695,2000,M2M,Mirror Mirror,3:19
22696,2000,Madison Avenue,Don't Call Me Baby,3:44
22697,2000,Madonna,American Pie,4:30
22698,2000,Madonna,Music,3:45
22699,2000,"Martin, Ricky",Private Emotion,4:02
22700,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08
22701,2000,"Martin, Ricky",She Bangs,4:02
22702,2000,Mary Mary,Shackles (Praise You...,3:12
22703,2000,Master P,Souljas,3:33
22704,2000,"McBride, Martina",Love's The Only Hous...,5:13
22705,2000,"McBride, Martina",There You Are,3:26
22706,2000,"McEntire, Reba",I'll Be,4:23
22707,2000,"McEntire, Reba",What Do You Say,3:26
22708,2000,"McGraw, Tim",My Best Friend,4:33
22709,2000,"McGraw, Tim",My Next Thirty Years,3:37
22710,2000,"McGraw, Tim",Some Things Never Ch...,3:56
22711,2000,"McKnight, Brian",Stay Or Let It Go,4:32
